,capability,label,template
820,TempOrder,1,"I was taking {drug} for {time_entity}, now I started encountering {ade}."
821,TempOrder,1,"I was taking {drug} for {time_entity}, now I started enduring {ade}."
822,TempOrder,1,"I was taking {drug} for {time_entity}, now I started experiencing {ade}."
823,TempOrder,1,"I was taking {drug} for {time_entity}, now I started having {ade}."
824,TempOrder,1,"I was taking {drug} for {time_entity}, now I started living through {ade}."
825,TempOrder,1,"I was taking {drug} for {time_entity}, now I started suffering from {ade}."
826,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started encountering {ade}."
827,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started enduring {ade}."
828,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started experiencing {ade}."
829,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started having {ade}."
830,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started living through {ade}."
831,TempOrder,1,"I was treated with {drug} for {time_entity}, now I started suffering from {ade}."
832,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started encountering {ade}."
833,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started enduring {ade}."
834,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started experiencing {ade}."
835,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started having {ade}."
836,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started living through {ade}."
837,TempOrder,1,"{time_entity} ago I started being medicated with {drug}, now I started suffering from {ade}."
838,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started encountering {ade}."
839,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started enduring {ade}."
840,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started experiencing {ade}."
841,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started having {ade}."
842,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started living through {ade}."
843,TempOrder,1,"{time_entity} ago I started being on {drug}, now I started suffering from {ade}."
844,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started encountering {ade}."
845,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started enduring {ade}."
846,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started experiencing {ade}."
847,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started having {ade}."
848,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started living through {ade}."
849,TempOrder,1,"{time_entity} ago I started being treated with {drug}, now I started suffering from {ade}."
850,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started encountering {ade}."
851,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started enduring {ade}."
852,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started experiencing {ade}."
853,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started having {ade}."
854,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started living through {ade}."
855,TempOrder,1,"{time_entity} ago I started taking {drug}, now I started suffering from {ade}."
856,TempOrder,1,"I was encountering {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
857,TempOrder,1,"I was encountering {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
858,TempOrder,1,"I was encountering {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
859,TempOrder,1,"I was encountering {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
860,TempOrder,1,"I was enduring {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
861,TempOrder,1,"I was enduring {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
862,TempOrder,1,"I was enduring {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
863,TempOrder,1,"I was enduring {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
864,TempOrder,1,"I was experiencing {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
865,TempOrder,1,"I was experiencing {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
866,TempOrder,1,"I was experiencing {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
867,TempOrder,1,"I was experiencing {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
868,TempOrder,1,"I was having {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
869,TempOrder,1,"I was having {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
870,TempOrder,1,"I was having {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
871,TempOrder,1,"I was having {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
872,TempOrder,1,"I was living through {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
873,TempOrder,1,"I was living through {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
874,TempOrder,1,"I was living through {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
875,TempOrder,1,"I was living through {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
876,TempOrder,1,"I was suffering from {ade} for {time_entity_s}, {time_entity_l} ago I started being medicated with {drug}."
877,TempOrder,1,"I was suffering from {ade} for {time_entity_s}, {time_entity_l} ago I started being on {drug}."
878,TempOrder,1,"I was suffering from {ade} for {time_entity_s}, {time_entity_l} ago I started being treated with {drug}."
879,TempOrder,1,"I was suffering from {ade} for {time_entity_s}, {time_entity_l} ago I started taking {drug}."
880,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been encountering {ade} for {time_entity_s}."
881,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been enduring {ade} for {time_entity_s}."
882,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been experiencing {ade} for {time_entity_s}."
883,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been having {ade} for {time_entity_s}."
884,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been living through {ade} for {time_entity_s}."
885,TempOrder,1,"{time_entity_l} ago I started being medicated with {drug}, I have been suffering from {ade} for {time_entity_s}."
886,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been encountering {ade} for {time_entity_s}."
887,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been enduring {ade} for {time_entity_s}."
888,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been experiencing {ade} for {time_entity_s}."
889,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been having {ade} for {time_entity_s}."
890,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been living through {ade} for {time_entity_s}."
891,TempOrder,1,"{time_entity_l} ago I started being on {drug}, I have been suffering from {ade} for {time_entity_s}."
892,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been encountering {ade} for {time_entity_s}."
893,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been enduring {ade} for {time_entity_s}."
894,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been experiencing {ade} for {time_entity_s}."
895,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been having {ade} for {time_entity_s}."
896,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been living through {ade} for {time_entity_s}."
897,TempOrder,1,"{time_entity_l} ago I started being treated with {drug}, I have been suffering from {ade} for {time_entity_s}."
898,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been encountering {ade} for {time_entity_s}."
899,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been enduring {ade} for {time_entity_s}."
900,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been experiencing {ade} for {time_entity_s}."
901,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been having {ade} for {time_entity_s}."
902,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been living through {ade} for {time_entity_s}."
903,TempOrder,1,"{time_entity_l} ago I started taking {drug}, I have been suffering from {ade} for {time_entity_s}."
904,TempOrder,1,"{time_entity_s} ago I started encountering {ade}, {time_entity_l} ago I started being medicated with {drug}."
905,TempOrder,1,"{time_entity_s} ago I started encountering {ade}, {time_entity_l} ago I started being on {drug}."
906,TempOrder,1,"{time_entity_s} ago I started encountering {ade}, {time_entity_l} ago I started being treated with {drug}."
907,TempOrder,1,"{time_entity_s} ago I started encountering {ade}, {time_entity_l} ago I started taking {drug}."
908,TempOrder,1,"{time_entity_s} ago I started enduring {ade}, {time_entity_l} ago I started being medicated with {drug}."
909,TempOrder,1,"{time_entity_s} ago I started enduring {ade}, {time_entity_l} ago I started being on {drug}."
910,TempOrder,1,"{time_entity_s} ago I started enduring {ade}, {time_entity_l} ago I started being treated with {drug}."
911,TempOrder,1,"{time_entity_s} ago I started enduring {ade}, {time_entity_l} ago I started taking {drug}."
912,TempOrder,1,"{time_entity_s} ago I started experiencing {ade}, {time_entity_l} ago I started being medicated with {drug}."
913,TempOrder,1,"{time_entity_s} ago I started experiencing {ade}, {time_entity_l} ago I started being on {drug}."
914,TempOrder,1,"{time_entity_s} ago I started experiencing {ade}, {time_entity_l} ago I started being treated with {drug}."
915,TempOrder,1,"{time_entity_s} ago I started experiencing {ade}, {time_entity_l} ago I started taking {drug}."
916,TempOrder,1,"{time_entity_s} ago I started having {ade}, {time_entity_l} ago I started being medicated with {drug}."
917,TempOrder,1,"{time_entity_s} ago I started having {ade}, {time_entity_l} ago I started being on {drug}."
918,TempOrder,1,"{time_entity_s} ago I started having {ade}, {time_entity_l} ago I started being treated with {drug}."
919,TempOrder,1,"{time_entity_s} ago I started having {ade}, {time_entity_l} ago I started taking {drug}."
920,TempOrder,1,"{time_entity_s} ago I started living through {ade}, {time_entity_l} ago I started being medicated with {drug}."
921,TempOrder,1,"{time_entity_s} ago I started living through {ade}, {time_entity_l} ago I started being on {drug}."
922,TempOrder,1,"{time_entity_s} ago I started living through {ade}, {time_entity_l} ago I started being treated with {drug}."
923,TempOrder,1,"{time_entity_s} ago I started living through {ade}, {time_entity_l} ago I started taking {drug}."
924,TempOrder,1,"{time_entity_s} ago I started suffering from {ade}, {time_entity_l} ago I started being medicated with {drug}."
925,TempOrder,1,"{time_entity_s} ago I started suffering from {ade}, {time_entity_l} ago I started being on {drug}."
926,TempOrder,1,"{time_entity_s} ago I started suffering from {ade}, {time_entity_l} ago I started being treated with {drug}."
927,TempOrder,1,"{time_entity_s} ago I started suffering from {ade}, {time_entity_l} ago I started taking {drug}."
928,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, I am happy my symptoms have reduced."
929,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, I am happy my symptoms have reduced."
930,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, I am happy my symptoms have reduced."
931,PosSent,1,I'm taking {drug} and experiencing {ade}. I am happy my symptoms have reduced.
932,PosSent,1,"I'm taking {drug} and experiencing {ade}, but I am happy my symptoms have reduced."
933,PosSent,1,"I'm taking {drug} and experiencing {ade}, still I am happy my symptoms have reduced."
934,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet I am happy my symptoms have reduced."
935,PosSent,1,"I'm taking {drug} and experiencing {ade}, I am happy my symptoms have reduced."
936,PosSent,1,I am happy my symptoms have reduced. Even though I'm taking {drug} and experiencing {ade}.
937,PosSent,1,I am happy my symptoms have reduced. Although I'm taking {drug} and experiencing {ade}.
938,PosSent,1,I am happy my symptoms have reduced. But I'm taking {drug} and experiencing {ade}.
939,PosSent,1,"I am happy my symptoms have reduced, even though I'm taking {drug} and experiencing {ade}."
940,PosSent,1,"I am happy my symptoms have reduced, although I'm taking {drug} and experiencing {ade}."
941,PosSent,1,"I am happy my symptoms have reduced, but I'm taking {drug} and experiencing {ade}."
942,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, I feel much better in general than without {drug}."
943,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, I feel much better in general than without {drug}."
944,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, I feel much better in general than without {drug}."
945,PosSent,1,I'm taking {drug} and experiencing {ade}. I feel much better in general than without {drug}.
946,PosSent,1,"I'm taking {drug} and experiencing {ade}, but I feel much better in general than without {drug}."
947,PosSent,1,"I'm taking {drug} and experiencing {ade}, still I feel much better in general than without {drug}."
948,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet I feel much better in general than without {drug}."
949,PosSent,1,"I'm taking {drug} and experiencing {ade}, I feel much better in general than without {drug}."
950,PosSent,1,I feel much better in general than without {drug}. Even though I'm taking {drug} and experiencing {ade}.
951,PosSent,1,I feel much better in general than without {drug}. Although I'm taking {drug} and experiencing {ade}.
952,PosSent,1,I feel much better in general than without {drug}. But I'm taking {drug} and experiencing {ade}.
953,PosSent,1,"I feel much better in general than without {drug}, even though I'm taking {drug} and experiencing {ade}."
954,PosSent,1,"I feel much better in general than without {drug}, although I'm taking {drug} and experiencing {ade}."
955,PosSent,1,"I feel much better in general than without {drug}, but I'm taking {drug} and experiencing {ade}."
956,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, my quality of life has increased dramatically."
957,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, my quality of life has increased dramatically."
958,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, my quality of life has increased dramatically."
959,PosSent,1,I'm taking {drug} and experiencing {ade}. My quality of life has increased dramatically.
960,PosSent,1,"I'm taking {drug} and experiencing {ade}, but my quality of life has increased dramatically."
961,PosSent,1,"I'm taking {drug} and experiencing {ade}, still my quality of life has increased dramatically."
962,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet my quality of life has increased dramatically."
963,PosSent,1,"I'm taking {drug} and experiencing {ade}, my quality of life has increased dramatically."
964,PosSent,1,My quality of life has increased dramatically. Even though I'm taking {drug} and experiencing {ade}.
965,PosSent,1,My quality of life has increased dramatically. Although I'm taking {drug} and experiencing {ade}.
966,PosSent,1,My quality of life has increased dramatically. But I'm taking {drug} and experiencing {ade}.
967,PosSent,1,"My quality of life has increased dramatically, even though I'm taking {drug} and experiencing {ade}."
968,PosSent,1,"My quality of life has increased dramatically, although I'm taking {drug} and experiencing {ade}."
969,PosSent,1,"My quality of life has increased dramatically, but I'm taking {drug} and experiencing {ade}."
970,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, I haven't felt this good in years."
971,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, I haven't felt this good in years."
972,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, I haven't felt this good in years."
973,PosSent,1,I'm taking {drug} and experiencing {ade}. I haven't felt this good in years.
974,PosSent,1,"I'm taking {drug} and experiencing {ade}, but I haven't felt this good in years."
975,PosSent,1,"I'm taking {drug} and experiencing {ade}, still I haven't felt this good in years."
976,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet I haven't felt this good in years."
977,PosSent,1,"I'm taking {drug} and experiencing {ade}, I haven't felt this good in years."
978,PosSent,1,I haven't felt this good in years. Even though I'm taking {drug} and experiencing {ade}.
979,PosSent,1,I haven't felt this good in years. Although I'm taking {drug} and experiencing {ade}.
980,PosSent,1,I haven't felt this good in years. But I'm taking {drug} and experiencing {ade}.
981,PosSent,1,"I haven't felt this good in years, even though I'm taking {drug} and experiencing {ade}."
982,PosSent,1,"I haven't felt this good in years, although I'm taking {drug} and experiencing {ade}."
983,PosSent,1,"I haven't felt this good in years, but I'm taking {drug} and experiencing {ade}."
984,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, I am happier than before taking {drug}."
985,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, I am happier than before taking {drug}."
986,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, I am happier than before taking {drug}."
987,PosSent,1,I'm taking {drug} and experiencing {ade}. I am happier than before taking {drug}.
988,PosSent,1,"I'm taking {drug} and experiencing {ade}, but I am happier than before taking {drug}."
989,PosSent,1,"I'm taking {drug} and experiencing {ade}, still I am happier than before taking {drug}."
990,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet I am happier than before taking {drug}."
991,PosSent,1,"I'm taking {drug} and experiencing {ade}, I am happier than before taking {drug}."
992,PosSent,1,I am happier than before taking {drug}. Even though I'm taking {drug} and experiencing {ade}.
993,PosSent,1,I am happier than before taking {drug}. Although I'm taking {drug} and experiencing {ade}.
994,PosSent,1,I am happier than before taking {drug}. But I'm taking {drug} and experiencing {ade}.
995,PosSent,1,"I am happier than before taking {drug}, even though I'm taking {drug} and experiencing {ade}."
996,PosSent,1,"I am happier than before taking {drug}, although I'm taking {drug} and experiencing {ade}."
997,PosSent,1,"I am happier than before taking {drug}, but I'm taking {drug} and experiencing {ade}."
998,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, it is okay because {ade} is not strong."
999,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, it is okay because {ade} is not strong."
1000,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, it is okay because {ade} is not strong."
1001,PosSent,1,I'm taking {drug} and experiencing {ade}. It is okay because {ade} is not strong.
1002,PosSent,1,"I'm taking {drug} and experiencing {ade}, but it is okay because {ade} is not strong."
1003,PosSent,1,"I'm taking {drug} and experiencing {ade}, still it is okay because {ade} is not strong."
1004,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet it is okay because {ade} is not strong."
1005,PosSent,1,"I'm taking {drug} and experiencing {ade}, it is okay because {ade} is not strong."
1006,PosSent,1,It is okay because {ade} is not strong. Even though I'm taking {drug} and experiencing {ade}.
1007,PosSent,1,It is okay because {ade} is not strong. Although I'm taking {drug} and experiencing {ade}.
1008,PosSent,1,It is okay because {ade} is not strong. But I'm taking {drug} and experiencing {ade}.
1009,PosSent,1,"It is okay because {ade} is not strong, even though I'm taking {drug} and experiencing {ade}."
1010,PosSent,1,"It is okay because {ade} is not strong, although I'm taking {drug} and experiencing {ade}."
1011,PosSent,1,"It is okay because {ade} is not strong, but I'm taking {drug} and experiencing {ade}."
1012,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, it's okay because {ade} doesn't stop me from enjoying life."
1013,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, it's okay because {ade} doesn't stop me from enjoying life."
1014,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, it's okay because {ade} doesn't stop me from enjoying life."
1015,PosSent,1,I'm taking {drug} and experiencing {ade}. It's okay because {ade} doesn't stop me from enjoying life.
1016,PosSent,1,"I'm taking {drug} and experiencing {ade}, but it's okay because {ade} doesn't stop me from enjoying life."
1017,PosSent,1,"I'm taking {drug} and experiencing {ade}, still it's okay because {ade} doesn't stop me from enjoying life."
1018,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet it's okay because {ade} doesn't stop me from enjoying life."
1019,PosSent,1,"I'm taking {drug} and experiencing {ade}, it's okay because {ade} doesn't stop me from enjoying life."
1020,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Even though I'm taking {drug} and experiencing {ade}.
1021,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Although I'm taking {drug} and experiencing {ade}.
1022,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. But I'm taking {drug} and experiencing {ade}.
1023,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, even though I'm taking {drug} and experiencing {ade}."
1024,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, although I'm taking {drug} and experiencing {ade}."
1025,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, but I'm taking {drug} and experiencing {ade}."
1026,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, it's okay because I can ignore {ade}."
1027,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, it's okay because I can ignore {ade}."
1028,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, it's okay because I can ignore {ade}."
1029,PosSent,1,I'm taking {drug} and experiencing {ade}. It's okay because I can ignore {ade}.
1030,PosSent,1,"I'm taking {drug} and experiencing {ade}, but it's okay because I can ignore {ade}."
1031,PosSent,1,"I'm taking {drug} and experiencing {ade}, still it's okay because I can ignore {ade}."
1032,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet it's okay because I can ignore {ade}."
1033,PosSent,1,"I'm taking {drug} and experiencing {ade}, it's okay because I can ignore {ade}."
1034,PosSent,1,It's okay because I can ignore {ade}. Even though I'm taking {drug} and experiencing {ade}.
1035,PosSent,1,It's okay because I can ignore {ade}. Although I'm taking {drug} and experiencing {ade}.
1036,PosSent,1,It's okay because I can ignore {ade}. But I'm taking {drug} and experiencing {ade}.
1037,PosSent,1,"It's okay because I can ignore {ade}, even though I'm taking {drug} and experiencing {ade}."
1038,PosSent,1,"It's okay because I can ignore {ade}, although I'm taking {drug} and experiencing {ade}."
1039,PosSent,1,"It's okay because I can ignore {ade}, but I'm taking {drug} and experiencing {ade}."
1040,PosSent,1,"I'm taking {drug} and experiencing {ade}. But, I like {drug} because {ade} is less severe now compared to my previous medication."
1041,PosSent,1,"I'm taking {drug} and experiencing {ade}. Still, I like {drug} because {ade} is less severe now compared to my previous medication."
1042,PosSent,1,"I'm taking {drug} and experiencing {ade}. Yet, I like {drug} because {ade} is less severe now compared to my previous medication."
1043,PosSent,1,I'm taking {drug} and experiencing {ade}. I like {drug} because {ade} is less severe now compared to my previous medication.
1044,PosSent,1,"I'm taking {drug} and experiencing {ade}, but I like {drug} because {ade} is less severe now compared to my previous medication."
1045,PosSent,1,"I'm taking {drug} and experiencing {ade}, still I like {drug} because {ade} is less severe now compared to my previous medication."
1046,PosSent,1,"I'm taking {drug} and experiencing {ade}, yet I like {drug} because {ade} is less severe now compared to my previous medication."
1047,PosSent,1,"I'm taking {drug} and experiencing {ade}, I like {drug} because {ade} is less severe now compared to my previous medication."
1048,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Even though I'm taking {drug} and experiencing {ade}.
1049,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Although I'm taking {drug} and experiencing {ade}.
1050,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. But I'm taking {drug} and experiencing {ade}.
1051,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, even though I'm taking {drug} and experiencing {ade}."
1052,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, although I'm taking {drug} and experiencing {ade}."
1053,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, but I'm taking {drug} and experiencing {ade}."
1054,PosSent,1,"{drug} gives me {ade}. But, I am happy my symptoms have reduced."
1055,PosSent,1,"{drug} gives me {ade}. Still, I am happy my symptoms have reduced."
1056,PosSent,1,"{drug} gives me {ade}. Yet, I am happy my symptoms have reduced."
1057,PosSent,1,{drug} gives me {ade}. I am happy my symptoms have reduced.
1058,PosSent,1,"{drug} gives me {ade}, but I am happy my symptoms have reduced."
1059,PosSent,1,"{drug} gives me {ade}, still I am happy my symptoms have reduced."
1060,PosSent,1,"{drug} gives me {ade}, yet I am happy my symptoms have reduced."
1061,PosSent,1,"{drug} gives me {ade}, I am happy my symptoms have reduced."
1062,PosSent,1,I am happy my symptoms have reduced. Even though {drug} gives me {ade}.
1063,PosSent,1,I am happy my symptoms have reduced. Although {drug} gives me {ade}.
1064,PosSent,1,I am happy my symptoms have reduced. But {drug} gives me {ade}.
1065,PosSent,1,"I am happy my symptoms have reduced, even though {drug} gives me {ade}."
1066,PosSent,1,"I am happy my symptoms have reduced, although {drug} gives me {ade}."
1067,PosSent,1,"I am happy my symptoms have reduced, but {drug} gives me {ade}."
1068,PosSent,1,"{drug} gives me {ade}. But, I feel much better in general than without {drug}."
1069,PosSent,1,"{drug} gives me {ade}. Still, I feel much better in general than without {drug}."
1070,PosSent,1,"{drug} gives me {ade}. Yet, I feel much better in general than without {drug}."
1071,PosSent,1,{drug} gives me {ade}. I feel much better in general than without {drug}.
1072,PosSent,1,"{drug} gives me {ade}, but I feel much better in general than without {drug}."
1073,PosSent,1,"{drug} gives me {ade}, still I feel much better in general than without {drug}."
1074,PosSent,1,"{drug} gives me {ade}, yet I feel much better in general than without {drug}."
1075,PosSent,1,"{drug} gives me {ade}, I feel much better in general than without {drug}."
1076,PosSent,1,I feel much better in general than without {drug}. Even though {drug} gives me {ade}.
1077,PosSent,1,I feel much better in general than without {drug}. Although {drug} gives me {ade}.
1078,PosSent,1,I feel much better in general than without {drug}. But {drug} gives me {ade}.
1079,PosSent,1,"I feel much better in general than without {drug}, even though {drug} gives me {ade}."
1080,PosSent,1,"I feel much better in general than without {drug}, although {drug} gives me {ade}."
1081,PosSent,1,"I feel much better in general than without {drug}, but {drug} gives me {ade}."
1082,PosSent,1,"{drug} gives me {ade}. But, my quality of life has increased dramatically."
1083,PosSent,1,"{drug} gives me {ade}. Still, my quality of life has increased dramatically."
1084,PosSent,1,"{drug} gives me {ade}. Yet, my quality of life has increased dramatically."
1085,PosSent,1,{drug} gives me {ade}. My quality of life has increased dramatically.
1086,PosSent,1,"{drug} gives me {ade}, but my quality of life has increased dramatically."
1087,PosSent,1,"{drug} gives me {ade}, still my quality of life has increased dramatically."
1088,PosSent,1,"{drug} gives me {ade}, yet my quality of life has increased dramatically."
1089,PosSent,1,"{drug} gives me {ade}, my quality of life has increased dramatically."
1090,PosSent,1,My quality of life has increased dramatically. Even though {drug} gives me {ade}.
1091,PosSent,1,My quality of life has increased dramatically. Although {drug} gives me {ade}.
1092,PosSent,1,My quality of life has increased dramatically. But {drug} gives me {ade}.
1093,PosSent,1,"My quality of life has increased dramatically, even though {drug} gives me {ade}."
1094,PosSent,1,"My quality of life has increased dramatically, although {drug} gives me {ade}."
1095,PosSent,1,"My quality of life has increased dramatically, but {drug} gives me {ade}."
1096,PosSent,1,"{drug} gives me {ade}. But, I haven't felt this good in years."
1097,PosSent,1,"{drug} gives me {ade}. Still, I haven't felt this good in years."
1098,PosSent,1,"{drug} gives me {ade}. Yet, I haven't felt this good in years."
1099,PosSent,1,{drug} gives me {ade}. I haven't felt this good in years.
1100,PosSent,1,"{drug} gives me {ade}, but I haven't felt this good in years."
1101,PosSent,1,"{drug} gives me {ade}, still I haven't felt this good in years."
1102,PosSent,1,"{drug} gives me {ade}, yet I haven't felt this good in years."
1103,PosSent,1,"{drug} gives me {ade}, I haven't felt this good in years."
1104,PosSent,1,I haven't felt this good in years. Even though {drug} gives me {ade}.
1105,PosSent,1,I haven't felt this good in years. Although {drug} gives me {ade}.
1106,PosSent,1,I haven't felt this good in years. But {drug} gives me {ade}.
1107,PosSent,1,"I haven't felt this good in years, even though {drug} gives me {ade}."
1108,PosSent,1,"I haven't felt this good in years, although {drug} gives me {ade}."
1109,PosSent,1,"I haven't felt this good in years, but {drug} gives me {ade}."
1110,PosSent,1,"{drug} gives me {ade}. But, I am happier than before taking {drug}."
1111,PosSent,1,"{drug} gives me {ade}. Still, I am happier than before taking {drug}."
1112,PosSent,1,"{drug} gives me {ade}. Yet, I am happier than before taking {drug}."
1113,PosSent,1,{drug} gives me {ade}. I am happier than before taking {drug}.
1114,PosSent,1,"{drug} gives me {ade}, but I am happier than before taking {drug}."
1115,PosSent,1,"{drug} gives me {ade}, still I am happier than before taking {drug}."
1116,PosSent,1,"{drug} gives me {ade}, yet I am happier than before taking {drug}."
1117,PosSent,1,"{drug} gives me {ade}, I am happier than before taking {drug}."
1118,PosSent,1,I am happier than before taking {drug}. Even though {drug} gives me {ade}.
1119,PosSent,1,I am happier than before taking {drug}. Although {drug} gives me {ade}.
1120,PosSent,1,I am happier than before taking {drug}. But {drug} gives me {ade}.
1121,PosSent,1,"I am happier than before taking {drug}, even though {drug} gives me {ade}."
1122,PosSent,1,"I am happier than before taking {drug}, although {drug} gives me {ade}."
1123,PosSent,1,"I am happier than before taking {drug}, but {drug} gives me {ade}."
1124,PosSent,1,"{drug} gives me {ade}. But, it is okay because {ade} is not strong."
1125,PosSent,1,"{drug} gives me {ade}. Still, it is okay because {ade} is not strong."
1126,PosSent,1,"{drug} gives me {ade}. Yet, it is okay because {ade} is not strong."
